tahun,bulan,provinsi,pendapatan_daerah,PAD,TKDD,belanja_daerah,belanja_modal
2022,3,Sumatera Utara,12594412688862.0,7258018251932.5,5250014270033.0,12509062821349.0,1776116503367.0
2022,4,Aceh,13713584703596.0,2917145003052.0,10775168990686.0,15773078722046.0,2868705757385.0
2022,4,Bali,5885778601466.3,3863191406848.2,2017662417846.0,6749443182109.6,1452064568386.9
2022,4,Bangka Belitung,2881466811892.1,1090477839965.1,1790988971927.0,2416296710155.3,354008245838.87
2022,4,Banten,11205654716542.0,8203139526542.0,2996963150000.0,11278684481863.0,1660220698204.1
2022,4,Bengkulu,2953744560516.2,1088415649978.2,1864171870538.0,3016495454738.9,417023457013.72
2022,4,DI Yogyakarta,5531194851402.3,2263431316669.6,3256850196484.0,5449935625661.6,704882049066.74
2022,4,DKI Jakarta,67290479172308.0,45608404729501.0,18860858779549.0,64865121220296.0,8808194842704.0
2022,4,Gorontalo,1848593656987.8,510337164773.83,1334494317475.0,1947925731695.2,318331031107.98
2022,4,Jambi,4705588357947.4,2163585918787.4,2527282623260.0,4755416354857.9,906797776480.8
2022,4,Jawa Barat,33232271411803.0,23249622253957.0,9860664924368.0,32644213921729.0,2381568888911.0
2022,4,Jawa Tengah,24167935634127.0,16264618853852.0,7810882578787.0,23950240497405.0,1713641630081.0
2022,4,Jawa Timur,31904776417444.0,21256651207716.0,10563739586218.0,31502993060591.0,2505994499065.6
2022,4,Kalimantan Barat,6103471493098.2,3217812121331.2,2826541835787.0,5726863899071.0,1003966698357.8
2022,4,Kalimantan Selatan,8155596924194.3,4558042727438.3,3526413444092.0,7341779488457.9,1070308780572.5
2022,4,Kalimantan Tengah,5466828340418.1,2523597744203.6,2924625230475.0,5147570980714.3,1091793384959.0
2022,4,Kalimantan Timur,16804693779013.0,8997262540257.7,7790284158755.0,12393745833368.0,1980010052267.6
2022,4,Kalimantan Utara,2731491817451.5,815664188996.5,1908970208199.0,2553577991131.0,496619274367.07
2022,4,Kepulauan Riau,3918136426614.0,1675729889079.9,2241141497534.0,3842586411976.2,552161762368.05
2022,4,Lampung,6836946972193.7,3678302294580.7,3100575550394.0,6786374070612.9,1025325883958.3
2022,4,Maluku,2915515472447.9,637948959230.93,2273932596444.0,3053175364420.4,561815853461.0
2022,4,Maluku Utara,3088705718662.5,779231797125.54,2309310841537.0,3200974790169.7,850388781669.33
2022,4,NTB,5302613771985.8,2292065852874.8,2976614420050.0,5873545697437.6,1313667766855.0
2022,4,NTT,4426473562255.2,1363737981851.2,3053836755861.0,4816652654356.8,1216802446597.3
2022,4,Papua,11040109011239.0,2226754654927.4,8808887290115.0,11454657535166.0,2029533805428.7
2022,4,Papua Barat,7764412862005.8,620304274755.79,7138640580141.0,7536640015209.4,2198753599029.1
2022,4,Riau,8818669764115.2,4696769079910.2,4113106484205.0,9102467422821.4,1508534414100.6
2022,4,Sulawesi Barat,1894618795334.4,457411610500.39,1434593300534.0,2089718217226.3,547546846841.0
2022,4,Sulawesi Selatan,8992799689251.2,4865959663141.1,4096755656038.0,8958791076580.4,1100866806729.3
2022,4,Sulawesi Tengah,4895740491702.5,1559706290296.4,3319202639678.0,4825333666427.4,617282123075.52
2022,4,Sulawesi Tenggara,4497953162940.1,1419667152161.1,2979353296423.0,4862530576022.0,1599982654743.0
2022,4,Sulawesi Utara,3726578804936.2,1464716968806.2,2198585567740.0,3858758102783.8,818966382272.71
2022,4,Sumatera Barat,6130023203347.6,2851966014892.6,3164494555418.0,6304434742047.8,941069948131.89
2022,4,Sumatera Selatan,10036955961133.0,4930954855677.7,5090093999526.0,9663575726750.7,1536370414095.3
2022,4,Sumatera Utara,12594412688862.0,7258018251932.5,5250014270033.0,12509062821349.0,1776116503367.0
2022,5,Aceh,13713584703596.0,2917145003052.0,10775168990686.0,15773078722046.0,2868705757385.0
2022,5,Bali,5885778601466.3,3863191406848.2,2017662417846.0,6749443182109.6,1452064568386.9
2022,5,Bangka Belitung,2881466811892.1,1090477839965.1,1790988971927.0,2416296710155.3,354008245838.87
2022,5,Banten,11205654716542.0,8203139526542.0,2996963150000.0,11278684481863.0,1660220698204.1
2022,5,Bengkulu,2953744560516.2,1088415649978.2,1864171870538.0,3016495454738.9,417023457013.72
2022,5,DI Yogyakarta,5531194851402.3,2263431316669.6,3256850196484.0,5449935625661.6,704882049066.74
2022,5,DKI Jakarta,67290479172308.0,45608404729501.0,18860858779549.0,64865121220296.0,8808194842704.0
2022,5,Gorontalo,1848593656987.8,510337164773.83,1334494317475.0,1947925731695.2,318331031107.98
2022,5,Jambi,4705588357947.4,2163585918787.4,2527282623260.0,4755416354857.9,906797776480.8
2022,5,Jawa Barat,33232271411803.0,23249622253957.0,9860664924368.0,32644213921729.0,2381568888911.0
2022,5,Jawa Tengah,24167935634127.0,16264618853852.0,7810882578787.0,23950240497405.0,1713641630081.0
2022,5,Jawa Timur,31904776417444.0,21256651207716.0,10563739586218.0,31502993060591.0,2505994499065.6
2022,5,Kalimantan Barat,6103471493098.2,3217812121331.2,2826541835787.0,5726863899071.0,1003966698357.8
2022,5,Kalimantan Selatan,8155596924194.3,4558042727438.3,3526413444092.0,7341779488457.9,1070308780572.5
2022,5,Kalimantan Tengah,5466828340418.1,2523597744203.6,2924625230475.0,5147570980714.3,1091793384959.0
2022,5,Kalimantan Timur,16804693779013.0,8997262540257.7,7790284158755.0,12393745833368.0,1980010052267.6
2022,5,Kalimantan Utara,2731491817451.5,815664188996.5,1908970208199.0,2553577991131.0,496619274367.07
2022,5,Kepulauan Riau,3918136426614.0,1675729889079.9,2241141497534.0,3842586411976.2,552161762368.05
2022,5,Lampung,6836946972193.7,3678302294580.7,3100575550394.0,6786374070612.9,1025325883958.3
2022,5,Maluku,2915515472447.9,637948959230.93,2273932596444.0,3053175364420.4,561815853461.0
2022,5,Maluku Utara,3088705718662.5,779231797125.54,2309310841537.0,3200974790169.7,850388781669.33
2022,5,NTB,5302613771985.8,2292065852874.8,2976614420050.0,5873545697437.6,1313667766855.0
2022,5,NTT,4426473562255.2,1363737981851.2,3053836755861.0,4816652654356.8,1216802446597.3
2022,5,Papua,11040109011239.0,2226754654927.4,8808887290115.0,11454657535166.0,2029533805428.7
2022,5,Papua Barat,7764412862005.8,620304274755.79,7138640580141.0,7536640015209.4,2198753599029.1
2022,5,Riau,8818669764115.2,4696769079910.2,4113106484205.0,9102467422821.4,1508534414100.6
2022,5,Sulawesi Barat,1894618795334.4,457411610500.39,1434593300534.0,2089718217226.3,547546846841.0
2022,5,Sulawesi Selatan,8992799689251.2,4865959663141.1,4096755656038.0,8958791076580.4,1100866806729.3
2022,5,Sulawesi Tengah,4895740491702.5,1559706290296.4,3319202639678.0,4825333666427.4,617282123075.52
2022,5,Sulawesi Tenggara,4497953162940.1,1419667152161.1,2979353296423.0,4862530576022.0,1599982654743.0
2022,5,Sulawesi Utara,3726578804936.2,1464716968806.2,2198585567740.0,3858758102783.8,818966382272.71
2022,5,Sumatera Barat,6130023203347.6,2851966014892.6,3164494555418.0,6304434742047.8,941069948131.89
2022,5,Sumatera Selatan,10036955961133.0,4930954855677.7,5090093999526.0,9663575726750.7,1536370414095.3
2022,5,Sumatera Utara,12594412688862.0,7258018251932.5,5250014270033.0,12509062821349.0,1776116503367.0
2022,6,Aceh,13713584703596.0,2917145003052.0,10775168990686.0,15773078722046.0,2868705757385.0
2022,6,Bali,5885778601466.3,3863191406848.2,2017662417846.0,6749443182109.6,1452064568386.9
2022,6,Bangka Belitung,2881466811892.1,1090477839965.1,1790988971927.0,2416296710155.3,354008245838.87
2022,6,Banten,11205654716542.0,8203139526542.0,2996963150000.0,11278684481863.0,1660220698204.1
2022,6,Bengkulu,2953744560516.2,1088415649978.2,1864171870538.0,3016495454738.9,417023457013.72
2022,6,DI Yogyakarta,5531194851402.3,2263431316669.6,3256850196484.0,5449935625661.6,704882049066.74
2022,6,DKI Jakarta,67290479172308.0,45608404729501.0,18860858779549.0,64865121220296.0,8808194842704.0
2022,6,Gorontalo,1848593656987.8,510337164773.83,1334494317475.0,1947925731695.2,318331031107.98
2022,6,Jambi,4705588357947.4,2163585918787.4,2527282623260.0,4755416354857.9,906797776480.8
2022,6,Jawa Barat,33232271411803.0,23249622253957.0,9860664924368.0,32644213921729.0,2381568888911.0
2022,6,Jawa Tengah,24167935634127.0,16264618853852.0,7810882578787.0,23950240497405.0,1713641630081.0
2022,6,Jawa Timur,31904776417444.0,21256651207716.0,10563739586218.0,31502993060591.0,2505994499065.6
2022,6,Kalimantan Barat,6103471493098.2,3217812121331.2,2826541835787.0,5726863899071.0,1003966698357.8
2022,6,Kalimantan Selatan,8155596924194.3,4558042727438.3,3526413444092.0,7341779488457.9,1070308780572.5
2022,6,Kalimantan Tengah,5466828340418.1,2523597744203.6,2924625230475.0,5147570980714.3,1091793384959.0
2022,6,Kalimantan Timur,16804693779013.0,8997262540257.7,7790284158755.0,12393745833368.0,1980010052267.6
2022,6,Kalimantan Utara,2731491817451.5,815664188996.5,1908970208199.0,2553577991131.0,496619274367.07
2022,6,Kepulauan Riau,3918136426614.0,1675729889079.9,2241141497534.0,3842586411976.2,552161762368.05
2022,6,Lampung,6836946972193.7,3678302294580.7,3100575550394.0,6786374070612.9,1025325883958.3
2022,6,Maluku,2915515472447.9,637948959230.93,2273932596444.0,3053175364420.4,561815853461.0
2022,6,Maluku Utara,3088705718662.5,779231797125.54,2309310841537.0,3200974790169.7,850388781669.33
2022,6,NTB,5302613771985.8,2292065852874.8,2976614420050.0,5873545697437.6,1313667766855.0
2022,6,NTT,4426473562255.2,1363737981851.2,3053836755861.0,4816652654356.8,1216802446597.3
2022,6,Papua,11040109011239.0,2226754654927.4,8808887290115.0,11454657535166.0,2029533805428.7
2022,6,Papua Barat,7764412862005.8,620304274755.79,7138640580141.0,7536640015209.4,2198753599029.1
2022,6,Riau,8818669764115.2,4696769079910.2,4113106484205.0,9102467422821.4,1508534414100.6
2022,6,Sulawesi Barat,1894618795334.4,457411610500.39,1434593300534.0,2089718217226.3,547546846841.0
2022,6,Sulawesi Selatan,8992799689251.2,4865959663141.1,4096755656038.0,8958791076580.4,1100866806729.3
2022,6,Sulawesi Tengah,4895740491702.5,1559706290296.4,3319202639678.0,4825333666427.4,617282123075.52
2022,6,Sulawesi Tenggara,4497953162940.1,1419667152161.1,2979353296423.0,4862530576022.0,1599982654743.0
2022,6,Sulawesi Utara,3726578804936.2,1464716968806.2,2198585567740.0,3858758102783.8,818966382272.71
2022,6,Sumatera Barat,6130023203347.6,2851966014892.6,3164494555418.0,6304434742047.8,941069948131.89
2022,6,Sumatera Selatan,10036955961133.0,4930954855677.7,5090093999526.0,9663575726750.7,1536370414095.3
2022,6,Sumatera Utara,12594412688862.0,7258018251932.5,5250014270033.0,12509062821349.0,1776116503367.0
2022,7,Aceh,13713584703596.0,2917145003052.0,10775168990686.0,15773078722046.0,2868705757385.0
2022,7,Bali,5885778601466.3,3863191406848.2,2017662417846.0,6749443182109.6,1452064568386.9
2022,7,Bangka Belitung,2881466811892.1,1090477839965.1,1790988971927.0,2416296710155.3,354008245838.87
2022,7,Banten,11205654716542.0,8203139526542.0,2996963150000.0,11278684481863.0,1660220698204.1
2022,7,Bengkulu,2953744560516.2,1088415649978.2,1864171870538.0,3016495454738.9,417023457013.72
2022,7,DI Yogyakarta,5531194851402.3,2263431316669.6,3256850196484.0,5449935625661.6,704882049066.74
2022,7,DKI Jakarta,67290479172308.0,45608404729501.0,18860858779549.0,64865121220296.0,8808194842704.0
2022,7,Gorontalo,1848593656987.8,510337164773.83,1334494317475.0,1947925731695.2,318331031107.98
2022,7,Jambi,4705588357947.4,2163585918787.4,2527282623260.0,4755416354857.9,906797776480.8
2022,7,Jawa Barat,33232271411803.0,23249622253957.0,9860664924368.0,32644213921729.0,2381568888911.0
2022,7,Jawa Tengah,24167935634127.0,16264618853852.0,7810882578787.0,23950240497405.0,1713641630081.0
2022,7,Jawa Timur,31904776417444.0,21256651207716.0,10563739586218.0,31502993060591.0,2505994499065.6
2022,7,Kalimantan Barat,6103471493098.2,3217812121331.2,2826541835787.0,5726863899071.0,1003966698357.8
2022,7,Kalimantan Selatan,8155596924194.3,4558042727438.3,3526413444092.0,7341779488457.9,1070308780572.5
2022,7,Kalimantan Tengah,5466828340418.1,2523597744203.6,2924625230475.0,5147570980714.3,1091793384959.0
2022,7,Kalimantan Timur,16804693779013.0,8997262540257.7,7790284158755.0,12393745833368.0,1980010052267.6
2022,7,Kalimantan Utara,2731491817451.5,815664188996.5,1908970208199.0,2553577991131.0,496619274367.07
2022,7,Kepulauan Riau,3918136426614.0,1675729889079.9,2241141497534.0,3842586411976.2,552161762368.05
2022,7,Lampung,6836946972193.7,3678302294580.7,3100575550394.0,6786374070612.9,1025325883958.3
2022,7,Maluku,2915515472447.9,637948959230.93,2273932596444.0,3053175364420.4,561815853461.0
2022,7,Maluku Utara,3088705718662.5,779231797125.54,2309310841537.0,3200974790169.7,850388781669.33
2022,7,NTB,5302613771985.8,2292065852874.8,2976614420050.0,5873545697437.6,1313667766855.0
2022,7,NTT,4426473562255.2,1363737981851.2,3053836755861.0,4816652654356.8,1216802446597.3
2022,7,Papua,11040109011239.0,2226754654927.4,8808887290115.0,11454657535166.0,2029533805428.7
2022,7,Papua Barat,7764412862005.8,620304274755.79,7138640580141.0,7536640015209.4,2198753599029.1
2022,7,Riau,8818669764115.2,4696769079910.2,4113106484205.0,9102467422821.4,1508534414100.6
2022,7,Sulawesi Barat,1894618795334.4,457411610500.39,1434593300534.0,2089718217226.3,547546846841.0
2022,7,Sulawesi Selatan,8992799689251.2,4865959663141.1,4096755656038.0,8958791076580.4,1100866806729.3
2022,7,Sulawesi Tengah,4895740491702.5,1559706290296.4,3319202639678.0,4825333666427.4,617282123075.52
2022,7,Sulawesi Tenggara,4497953162940.1,1419667152161.1,2979353296423.0,4862530576022.0,1599982654743.0
2022,7,Sulawesi Utara,3726578804936.2,1464716968806.2,2198585567740.0,3858758102783.8,818966382272.71
2022,7,Sumatera Barat,6130023203347.6,2851966014892.6,3164494555418.0,6304434742047.8,941069948131.89
2022,7,Sumatera Selatan,10036955961133.0,4930954855677.7,5090093999526.0,9663575726750.7,1536370414095.3
2022,7,Sumatera Utara,12594412688862.0,7258018251932.5,5250014270033.0,12509062821349.0,1776116503367.0
2022,8,Aceh,13713584703596.0,2917145003052.0,10775168990686.0,15773078722046.0,2868705757385.0
2022,8,Bali,5885778601466.3,3863191406848.2,2017662417846.0,6749443182109.6,1452064568386.9
2022,8,Bangka Belitung,2881466811892.1,1090477839965.1,1790988971927.0,2416296710155.3,354008245838.87
2022,8,Banten,11205654716542.0,8203139526542.0,2996963150000.0,11278684481863.0,1660220698204.1
2022,8,Bengkulu,2953744560516.2,1088415649978.2,1864171870538.0,3016495454738.9,417023457013.72
2022,8,DI Yogyakarta,5531194851402.3,2263431316669.6,3256850196484.0,5449935625661.6,704882049066.74
2022,8,DKI Jakarta,67290479172308.0,45608404729501.0,18860858779549.0,64865121220296.0,8808194842704.0
2022,8,Gorontalo,1848593656987.8,510337164773.83,1334494317475.0,1947925731695.2,318331031107.98
2022,8,Jambi,4705588357947.4,2163585918787.4,2527282623260.0,4755416354857.9,906797776480.8
2022,8,Jawa Barat,33232271411803.0,23249622253957.0,9860664924368.0,32644213921729.0,2381568888911.0
2022,8,Jawa Tengah,24167935634127.0,16264618853852.0,7810882578787.0,23950240497405.0,1713641630081.0
2022,8,Jawa Timur,31904776417444.0,21256651207716.0,10563739586218.0,31502993060591.0,2505994499065.6
2022,8,Kalimantan Barat,6103471493098.2,3217812121331.2,2826541835787.0,5726863899071.0,1003966698357.8
2022,8,Kalimantan Selatan,8155596924194.3,4558042727438.3,3526413444092.0,7341779488457.9,1070308780572.5
2022,8,Kalimantan Tengah,5466828340418.1,2523597744203.6,2924625230475.0,5147570980714.3,1091793384959.0
2022,8,Kalimantan Timur,16804693779013.0,8997262540257.7,7790284158755.0,12393745833368.0,1980010052267.6
2022,8,Kalimantan Utara,2731491817451.5,815664188996.5,1908970208199.0,2553577991131.0,496619274367.07
2022,8,Kepulauan Riau,3918136426614.0,1675729889079.9,2241141497534.0,3842586411976.2,552161762368.05
2022,8,Lampung,6836946972193.7,3678302294580.7,3100575550394.0,6786374070612.9,1025325883958.3
2022,8,Maluku,2915515472447.9,637948959230.93,2273932596444.0,3053175364420.4,561815853461.0
2022,8,Maluku Utara,3088705718662.5,779231797125.54,2309310841537.0,3200974790169.7,850388781669.33
2022,8,NTB,5302613771985.8,2292065852874.8,2976614420050.0,5873545697437.6,1313667766855.0
2022,8,NTT,4426473562255.2,1363737981851.2,3053836755861.0,4816652654356.8,1216802446597.3
2022,8,Papua,11040109011239.0,2226754654927.4,8808887290115.0,11454657535166.0,2029533805428.7
2022,8,Papua Barat,7764412862005.8,620304274755.79,7138640580141.0,7536640015209.4,2198753599029.1
2022,8,Riau,8818669764115.2,4696769079910.2,4113106484205.0,9102467422821.4,1508534414100.6
2022,8,Sulawesi Barat,1894618795334.4,457411610500.39,1434593300534.0,2089718217226.3,547546846841.0
2022,8,Sulawesi Selatan,8992799689251.2,4865959663141.1,4096755656038.0,8958791076580.4,1100866806729.3
2022,8,Sulawesi Tengah,4895740491702.5,1559706290296.4,3319202639678.0,4825333666427.4,617282123075.52
2022,8,Sulawesi Tenggara,4497953162940.1,1419667152161.1,2979353296423.0,4862530576022.0,1599982654743.0
2022,8,Sulawesi Utara,3726578804936.2,1464716968806.2,2198585567740.0,3858758102783.8,818966382272.71
2022,8,Sumatera Barat,6130023203347.6,2851966014892.6,3164494555418.0,6304434742047.8,941069948131.89
2022,8,Sumatera Selatan,10036955961133.0,4930954855677.7,5090093999526.0,9663575726750.7,1536370414095.3
2022,8,Sumatera Utara,12594412688862.0,7258018251932.5,5250014270033.0,12509062821349.0,1776116503367.0
2022,9,Aceh,13713584703596.0,2917145003052.0,10775168990686.0,15773078722046.0,2868705757385.0
2022,9,Bali,5885778601466.3,3863191406848.2,2017662417846.0,6749443182109.6,1452064568386.9
2022,9,Bangka Belitung,2881466811892.1,1090477839965.1,1790988971927.0,2416296710155.3,354008245838.87
2022,9,Banten,11205654716542.0,8203139526542.0,2996963150000.0,11278684481863.0,1660220698204.1
2022,9,Bengkulu,2953744560516.2,1088415649978.2,1864171870538.0,3016495454738.9,417023457013.72
2022,9,DI Yogyakarta,5531194851402.3,2263431316669.6,3256850196484.0,5449935625661.6,704882049066.74
2022,9,DKI Jakarta,67290479172308.0,45608404729501.0,18860858779549.0,64865121220296.0,8808194842704.0
2022,9,Gorontalo,1848593656987.8,510337164773.83,1334494317475.0,1947925731695.2,318331031107.98
2022,9,Jambi,4705588357947.4,2163585918787.4,2527282623260.0,4755416354857.9,906797776480.8
2022,9,Jawa Barat,33232271411803.0,23249622253957.0,9860664924368.0,32644213921729.0,2381568888911.0
2022,9,Jawa Tengah,24167935634127.0,16264618853852.0,7810882578787.0,23950240497405.0,1713641630081.0
2022,9,Jawa Timur,31904776417444.0,21256651207716.0,10563739586218.0,31502993060591.0,2505994499065.6
2022,9,Kalimantan Barat,6103471493098.2,3217812121331.2,2826541835787.0,5726863899071.0,1003966698357.8
2022,9,Kalimantan Selatan,8155596924194.3,4558042727438.3,3526413444092.0,7341779488457.9,1070308780572.5
2022,9,Kalimantan Tengah,5466828340418.1,2523597744203.6,2924625230475.0,5147570980714.3,1091793384959.0
2022,9,Kalimantan Timur,16804693779013.0,8997262540257.7,7790284158755.0,12393745833368.0,1980010052267.6
2022,9,Kalimantan Utara,2731491817451.5,815664188996.5,1908970208199.0,2553577991131.0,496619274367.07
2022,9,Kepulauan Riau,3918136426614.0,1675729889079.9,2241141497534.0,3842586411976.2,552161762368.05
2022,9,Lampung,6836946972193.7,3678302294580.7,3100575550394.0,6786374070612.9,1025325883958.3
2022,9,Maluku,2915515472447.9,637948959230.93,2273932596444.0,3053175364420.4,561815853461.0
2022,9,Maluku Utara,3088705718662.5,779231797125.54,2309310841537.0,3200974790169.7,850388781669.33
2022,9,NTB,5302613771985.8,2292065852874.8,2976614420050.0,5873545697437.6,1313667766855.0
2022,9,NTT,4426473562255.2,1363737981851.2,3053836755861.0,4816652654356.8,1216802446597.3
2022,9,Papua,11040109011239.0,2226754654927.4,8808887290115.0,11454657535166.0,2029533805428.7
2022,9,Papua Barat,7764412862005.8,620304274755.79,7138640580141.0,7536640015209.4,2198753599029.1
2022,9,Riau,8818669764115.2,4696769079910.2,4113106484205.0,9102467422821.4,1508534414100.6
2022,9,Sulawesi Barat,1894618795334.4,457411610500.39,1434593300534.0,2089718217226.3,547546846841.0
2022,9,Sulawesi Selatan,8992799689251.2,4865959663141.1,4096755656038.0,8958791076580.4,1100866806729.3
2022,9,Sulawesi Tengah,4895740491702.5,1559706290296.4,3319202639678.0,4825333666427.4,617282123075.52
2022,9,Sulawesi Tenggara,4497953162940.1,1419667152161.1,2979353296423.0,4862530576022.0,1599982654743.0
2022,9,Sulawesi Utara,3726578804936.2,1464716968806.2,2198585567740.0,3858758102783.8,818966382272.71
2022,9,Sumatera Barat,6130023203347.6,2851966014892.6,3164494555418.0,6304434742047.8,941069948131.89
2022,9,Sumatera Selatan,10036955961133.0,4930954855677.7,5090093999526.0,9663575726750.7,1536370414095.3
2022,9,Sumatera Utara,12594412688862.0,7258018251932.5,5250014270033.0,12509062821349.0,1776116503367.0
2022,10,Aceh,13713584703596.0,2917145003052.0,10775168990686.0,15773078722046.0,2868705757385.0
2022,10,Bali,5885778601466.3,3863191406848.2,2017662417846.0,6749443182109.6,1452064568386.9
2022,10,Bangka Belitung,2881466811892.1,1090477839965.1,1790988971927.0,2416296710155.3,354008245838.87
2022,10,Banten,11205654716542.0,8203139526542.0,2996963150000.0,11278684481863.0,1660220698204.1
2022,10,Bengkulu,2953744560516.2,1088415649978.2,1864171870538.0,3016495454738.9,417023457013.72
2022,10,DI Yogyakarta,5531194851402.3,2263431316669.6,3256850196484.0,5449935625661.6,704882049066.74
2022,10,DKI Jakarta,67290479172308.0,45608404729501.0,18860858779549.0,64865121220296.0,8808194842704.0
2022,10,Gorontalo,1848593656987.8,510337164773.83,1334494317475.0,1947925731695.2,318331031107.98
2022,10,Jambi,4705588357947.4,2163585918787.4,2527282623260.0,4755416354857.9,906797776480.8
2022,10,Jawa Barat,33232271411803.0,23249622253957.0,9860664924368.0,32644213921729.0,2381568888911.0
2022,10,Jawa Tengah,24167935634127.0,16264618853852.0,7810882578787.0,23950240497405.0,1713641630081.0
2022,10,Jawa Timur,31904776417444.0,21256651207716.0,10563739586218.0,31502993060591.0,2505994499065.6
2022,10,Kalimantan Barat,6103471493098.2,3217812121331.2,2826541835787.0,5726863899071.0,1003966698357.8
2022,10,Kalimantan Selatan,8155596924194.3,4558042727438.3,3526413444092.0,7341779488457.9,1070308780572.5
2022,10,Kalimantan Tengah,5466828340418.1,2523597744203.6,2924625230475.0,5147570980714.3,1091793384959.0
2022,10,Kalimantan Timur,16804693779013.0,8997262540257.7,7790284158755.0,12393745833368.0,1980010052267.6
2022,10,Kalimantan Utara,2731491817451.5,815664188996.5,1908970208199.0,2553577991131.0,496619274367.07
2022,10,Kepulauan Riau,3918136426614.0,1675729889079.9,2241141497534.0,3842586411976.2,552161762368.05
2022,10,Lampung,6836946972193.7,3678302294580.7,3100575550394.0,6786374070612.9,1025325883958.3
2022,10,Maluku,2915515472447.9,637948959230.93,2273932596444.0,3053175364420.4,561815853461.0
2022,10,Maluku Utara,3088705718662.5,779231797125.54,2309310841537.0,3200974790169.7,850388781669.33
2022,10,NTB,5302613771985.8,2292065852874.8,2976614420050.0,5873545697437.6,1313667766855.0
2022,10,NTT,4426473562255.2,1363737981851.2,3053836755861.0,4816652654356.8,1216802446597.3
2022,10,Papua,11040109011239.0,2226754654927.4,8808887290115.0,11454657535166.0,2029533805428.7
2022,10,Papua Barat,7764412862005.8,620304274755.79,7138640580141.0,7536640015209.4,2198753599029.1
2022,10,Riau,8818669764115.2,4696769079910.2,4113106484205.0,9102467422821.4,1508534414100.6
2022,10,Sulawesi Barat,1894618795334.4,457411610500.39,1434593300534.0,2089718217226.3,547546846841.0
2022,10,Sulawesi Selatan,8992799689251.2,4865959663141.1,4096755656038.0,8958791076580.4,1100866806729.3
2022,10,Sulawesi Tengah,4895740491702.5,1559706290296.4,3319202639678.0,4825333666427.4,617282123075.52
2022,10,Sulawesi Tenggara,4497953162940.1,1419667152161.1,2979353296423.0,4862530576022.0,1599982654743.0
2022,10,Sulawesi Utara,3726578804936.2,1464716968806.2,2198585567740.0,3858758102783.8,818966382272.71
2022,10,Sumatera Barat,6130023203347.6,2851966014892.6,3164494555418.0,6304434742047.8,941069948131.89
2022,10,Sumatera Selatan,10036955961133.0,4930954855677.7,5090093999526.0,9663575726750.7,1536370414095.3
2022,10,Sumatera Utara,12594412688862.0,7258018251932.5,5250014270033.0,12509062821349.0,1776116503367.0
2022,11,Aceh,13713584703596.0,2917145003052.0,10775168990686.0,15773078722046.0,2868705757385.0
2022,11,Bali,5885778601466.3,3863191406848.2,2017662417846.0,6749443182109.6,1452064568386.9
2022,11,Bangka Belitung,2881466811892.1,1090477839965.1,1790988971927.0,2416296710155.3,354008245838.87
2022,11,Banten,11205654716542.0,8203139526542.0,2996963150000.0,11278684481863.0,1660220698204.1
2022,11,Bengkulu,2953744560516.2,1088415649978.2,1864171870538.0,3016495454738.9,417023457013.72
2022,11,DI Yogyakarta,5531194851402.3,2263431316669.6,3256850196484.0,5449935625661.6,704882049066.74
2022,11,DKI Jakarta,67290479172308.0,45608404729501.0,18860858779549.0,64865121220296.0,8808194842704.0
2022,11,Gorontalo,1848593656987.8,510337164773.83,1334494317475.0,1947925731695.2,318331031107.98
2022,11,Jambi,4705588357947.4,2163585918787.4,2527282623260.0,4755416354857.9,906797776480.8
2022,11,Jawa Barat,33232271411803.0,23249622253957.0,9860664924368.0,32644213921729.0,2381568888911.0
2022,11,Jawa Tengah,24167935634127.0,16264618853852.0,7810882578787.0,23950240497405.0,1713641630081.0
2022,11,Jawa Timur,31904776417444.0,21256651207716.0,10563739586218.0,31502993060591.0,2505994499065.6
2022,11,Kalimantan Barat,6103471493098.2,3217812121331.2,2826541835787.0,5726863899071.0,1003966698357.8
2022,11,Kalimantan Selatan,8155596924194.3,4558042727438.3,3526413444092.0,7341779488457.9,1070308780572.5
2022,11,Kalimantan Tengah,5466828340418.1,2523597744203.6,2924625230475.0,5147570980714.3,1091793384959.0
2022,11,Kalimantan Timur,16804693779013.0,8997262540257.7,7790284158755.0,12393745833368.0,1980010052267.6
2022,11,Kalimantan Utara,2731491817451.5,815664188996.5,1908970208199.0,2553577991131.0,496619274367.07
2022,11,Kepulauan Riau,3918136426614.0,1675729889079.9,2241141497534.0,3842586411976.2,552161762368.05
2022,11,Lampung,6836946972193.7,3678302294580.7,3100575550394.0,6786374070612.9,1025325883958.3
2022,11,Maluku,2915515472447.9,637948959230.93,2273932596444.0,3053175364420.4,561815853461.0
2022,11,Maluku Utara,3088705718662.5,779231797125.54,2309310841537.0,3200974790169.7,850388781669.33
2022,11,NTB,5302613771985.8,2292065852874.8,2976614420050.0,5873545697437.6,1313667766855.0
2022,11,NTT,4426473562255.2,1363737981851.2,3053836755861.0,4816652654356.8,1216802446597.3
2022,11,Papua,11040109011239.0,2226754654927.4,8808887290115.0,11454657535166.0,2029533805428.7
2022,11,Papua Barat,7764412862005.8,620304274755.79,7138640580141.0,7536640015209.4,2198753599029.1
2022,11,Riau,8818669764115.2,4696769079910.2,4113106484205.0,9102467422821.4,1508534414100.6
2022,11,Sulawesi Barat,1894618795334.4,457411610500.39,1434593300534.0,2089718217226.3,547546846841.0
