Provinsi,kode_prov,Tahun,Bulan,nama_bulan,urutan,Jenis_Pendapatan,Anggaran,Realisasi,Persentase,Tanggal,Persentase_YTD
Jawa Barat,10,2023,3,Maret,12,Pendapatan Transfer Antar Daerah,9684871096903.0,364469509776.0,12.22,2023-03-01,12.22
Jawa Barat,10,2023,4,April,12,Pendapatan Transfer Antar Daerah,9684871096903.0,805008443241.0,20.53,2023-04-01,20.53
Jawa Barat,10,2023,5,Mei,12,Pendapatan Transfer Antar Daerah,9684871096903.0,0.0,20.53,2023-05-01,20.53
Jawa Barat,10,2023,6,Juni,12,Pendapatan Transfer Antar Daerah,9684871096903.0,1437798998970.0,35.38,2023-06-01,35.38
Jawa Barat,10,2023,7,Juli,12,Pendapatan Transfer Antar Daerah,9684871096903.0,1265302298661.0,48.44,2023-07-01,48.44
Jawa Barat,10,2023,8,Agustus,12,Pendapatan Transfer Antar Daerah,9684871096903.0,1096588430738.0,59.77,2023-08-01,59.77
Jawa Barat,10,2023,9,September,12,Pendapatan Transfer Antar Daerah,9684871096903.0,981900177293.0,69.91,2023-09-01,69.91
Jawa Barat,10,2023,10,Oktober,12,Pendapatan Transfer Antar Daerah,9684871096903.0,1709311634531.0,87.55,2023-10-01,87.55
Jawa Barat,10,2023,11,November,12,Pendapatan Transfer Antar Daerah,9684871096903.0,1108184726765.0,99.0,2023-11-01,99.0
Jawa Barat,10,2023,12,Desember,12,Pendapatan Transfer Antar Daerah,9684871096903.0,2386453827466.0,123.64,2023-12-01,123.64
Jawa Barat,10,2024,1,Januari,12,Pendapatan Transfer Antar Daerah,12058732612435.0,0.0,0.0,2024-01-01,0.0
Jawa Barat,10,2024,2,Februari,12,Pendapatan Transfer Antar Daerah,12058732612435.0,461786538671.0,3.83,2024-02-01,3.83
Jawa Barat,10,2024,3,Maret,12,Pendapatan Transfer Antar Daerah,12058732612435.0,562841577318.0,8.5,2024-03-01,8.5
Jawa Barat,10,2024,4,April,12,Pendapatan Transfer Antar Daerah,12058732612435.0,731150206674.0,14.56,2024-04-01,14.56
Jawa Barat,10,2024,5,Mei,12,Pendapatan Transfer Antar Daerah,12058732612435.0,1576934533065.0,27.64,2024-05-01,27.64
Jawa Barat,10,2024,6,Juni,12,Pendapatan Transfer Antar Daerah,12058732612435.0,785510255316.0,34.15,2024-06-01,34.15
Jawa Barat,10,2024,7,Juli,12,Pendapatan Transfer Antar Daerah,12058732612435.0,1874744635107.0,49.7,2024-07-01,49.7
Jawa Barat,10,2024,8,Agustus,12,Pendapatan Transfer Antar Daerah,12058732612435.0,1190438493728.0,59.57,2024-08-01,59.57
Jawa Barat,10,2024,9,September,12,Pendapatan Transfer Antar Daerah,12058732612435.0,882083199172.0,66.89,2024-09-01,66.89
Jawa Barat,10,2024,10,Oktober,12,Pendapatan Transfer Antar Daerah,12058732612435.0,1569057457172.0,79.9,2024-10-01,79.9
Jawa Barat,10,2024,11,November,12,Pendapatan Transfer Antar Daerah,12058732612435.0,1088897713106.0,88.93,2024-11-01,88.93
Jawa Barat,10,2024,12,Desember,12,Pendapatan Transfer Antar Daerah,12058732612435.0,2350262346903.0,108.42,2024-12-01,108.42
Jawa Barat,10,2025,1,Januari,12,Pendapatan Transfer Antar Daerah,6318099234497.0,0.0,0.0,2025-01-01,0.0
Jawa Barat,10,2025,2,Februari,12,Pendapatan Transfer Antar Daerah,6318099234497.0,202297771623.0,3.2,2025-02-01,3.2
Jawa Barat,10,2025,3,Maret,12,Pendapatan Transfer Antar Daerah,6318099234497.0,210000015957.0,6.53,2025-03-01,6.53
Jawa Barat,10,2025,4,April,12,Pendapatan Transfer Antar Daerah,6318099234497.0,178828781634.0,9.36,2025-04-01,9.36
Jawa Barat,10,2025,5,Mei,12,Pendapatan Transfer Antar Daerah,6318099234497.0,1511700928854.0,33.28,2025-05-01,33.28
Jawa Barat,10,2025,6,Juni,12,Pendapatan Transfer Antar Daerah,6318099234497.0,231940403975.0,36.95,2025-06-01,36.95
Jawa Barat,10,2025,7,Juli,12,Pendapatan Transfer Antar Daerah,6318099234497.0,628829382087.0,46.91,2025-07-01,46.91
Jawa Barat,10,2025,8,Agustus,12,Pendapatan Transfer Antar Daerah,6318099234497.0,818552842874.0,59.86,2025-08-01,59.86
Jawa Barat,10,2025,9,September,12,Pendapatan Transfer Antar Daerah,6318099234497.0,447909719190.0,66.95,2025-09-01,66.95
Jawa Barat,10,2025,10,Oktober,12,Pendapatan Transfer Antar Daerah,6318099234497.0,1016340349669.0,83.04,2025-10-01,83.04
Jawa Barat,10,2025,11,November,12,Pendapatan Transfer Antar Daerah,6318099234497.0,215666269097.0,86.45,2025-11-01,86.45
Jawa Barat,10,2025,12,Desember,12,Pendapatan Transfer Antar Daerah,6318099234497.0,721913213637.0,97.88,2025-12-01,97.88
Jawa Barat,10,2023,1,Januari,8,Pendapatan Transfer Pemerintah Pusat,65059649969031.0,3856848530300.0,5.93,2023-01-01,5.93
Jawa Barat,10,2023,2,Februari,8,Pendapatan Transfer Pemerintah Pusat,65059649969031.0,3951552585633.0,12.0,2023-02-01,12.0
Jawa Barat,10,2023,3,Maret,8,Pendapatan Transfer Pemerintah Pusat,65059649969031.0,6072524190191.0,21.34,2023-03-01,21.34
Jawa Barat,10,2023,4,April,8,Pendapatan Transfer Pemerintah Pusat,65059649969031.0,5913538537973.0,30.43,2023-04-01,30.43
Jawa Barat,10,2023,5,Mei,8,Pendapatan Transfer Pemerintah Pusat,65059649969031.0,0.0,30.43,2023-05-01,30.43
Jawa Barat,10,2023,6,Juni,8,Pendapatan Transfer Pemerintah Pusat,65059649969031.0,8050107011398.0,42.8,2023-06-01,42.8
Jawa Barat,10,2023,7,Juli,8,Pendapatan Transfer Pemerintah Pusat,65059649969031.0,4457240211111.0,49.65,2023-07-01,49.65
Jawa Barat,10,2023,8,Agustus,8,Pendapatan Transfer Pemerintah Pusat,65059649969031.0,3794563331189.0,55.48,2023-08-01,55.48
Jawa Barat,10,2023,9,September,8,Pendapatan Transfer Pemerintah Pusat,65059649969031.0,3953578657881.0,61.56,2023-09-01,61.56
Jawa Barat,10,2023,10,Oktober,8,Pendapatan Transfer Pemerintah Pusat,65059649969031.0,6677591798605.0,71.82,2023-10-01,71.82
Jawa Barat,10,2023,11,November,8,Pendapatan Transfer Pemerintah Pusat,65059649969031.0,4820730256298.0,79.23,2023-11-01,79.23
Jawa Barat,10,2023,12,Desember,8,Pendapatan Transfer Pemerintah Pusat,65059649969031.0,14546178814780.0,101.59,2023-12-01,101.59
Jawa Barat,10,2024,1,Januari,8,Pendapatan Transfer Pemerintah Pusat,72506470754008.0,9258462034482.0,12.77,2024-01-01,12.77
Jawa Barat,10,2024,2,Februari,8,Pendapatan Transfer Pemerintah Pusat,72506470754008.0,3096684085947.0,17.04,2024-02-01,17.04
Jawa Barat,10,2024,3,Maret,8,Pendapatan Transfer Pemerintah Pusat,72506470754008.0,5672715000699.0,24.86,2024-03-01,24.86
Jawa Barat,10,2024,4,April,8,Pendapatan Transfer Pemerintah Pusat,72506470754008.0,4695562241243.0,31.34,2024-04-01,31.34
Jawa Barat,10,2024,5,Mei,8,Pendapatan Transfer Pemerintah Pusat,72506470754008.0,7044295213328.0,41.06,2024-05-01,41.06
Jawa Barat,10,2024,6,Juni,8,Pendapatan Transfer Pemerintah Pusat,72506470754008.0,6391650395729.0,49.87,2024-06-01,49.87
Jawa Barat,10,2024,7,Juli,8,Pendapatan Transfer Pemerintah Pusat,72506470754008.0,7476069126864.0,60.18,2024-07-01,60.18
Jawa Barat,10,2024,8,Agustus,8,Pendapatan Transfer Pemerintah Pusat,72506470754008.0,8215786024168.0,71.51,2024-08-01,71.51
Jawa Barat,10,2024,9,September,8,Pendapatan Transfer Pemerintah Pusat,72506470754008.0,5341721128467.0,78.88,2024-09-01,78.88
Jawa Barat,10,2024,10,Oktober,8,Pendapatan Transfer Pemerintah Pusat,72506470754008.0,5969203636582.0,87.11,2024-10-01,87.11
Jawa Barat,10,2024,11,November,8,Pendapatan Transfer Pemerintah Pusat,72506470754008.0,4957586503859.0,93.95,2024-11-01,93.95
Jawa Barat,10,2024,12,Desember,8,Pendapatan Transfer Pemerintah Pusat,72506470754008.0,7311679225395.0,104.03,2024-12-01,104.03
Jawa Barat,10,2025,1,Januari,8,Pendapatan Transfer Pemerintah Pusat,75002113920078.0,9153591476608.0,12.2,2025-01-01,12.2
Jawa Barat,10,2025,2,Februari,8,Pendapatan Transfer Pemerintah Pusat,75002113920078.0,3591225431566.0,16.99,2025-02-01,16.99
Jawa Barat,10,2025,3,Maret,8,Pendapatan Transfer Pemerintah Pusat,75002113920078.0,6642635628893.0,25.85,2025-03-01,25.85
Jawa Barat,10,2025,4,April,8,Pendapatan Transfer Pemerintah Pusat,75002113920078.0,5198583220123.0,32.78,2025-04-01,32.78
Jawa Barat,10,2025,5,Mei,8,Pendapatan Transfer Pemerintah Pusat,75002113920078.0,5094489295131.0,39.57,2025-05-01,39.57
Jawa Barat,10,2025,6,Juni,8,Pendapatan Transfer Pemerintah Pusat,75002113920078.0,5927807327723.0,47.48,2025-06-01,47.48
Jawa Barat,10,2025,7,Juli,8,Pendapatan Transfer Pemerintah Pusat,75002113920078.0,6335564856323.0,55.92,2025-07-01,55.92
Jawa Barat,10,2025,8,Agustus,8,Pendapatan Transfer Pemerintah Pusat,75002113920078.0,10043811763849.0,69.31,2025-08-01,69.31
Jawa Barat,10,2025,9,September,8,Pendapatan Transfer Pemerintah Pusat,75002113920078.0,5413340162806.0,76.53,2025-09-01,76.53
Jawa Barat,10,2025,10,Oktober,8,Pendapatan Transfer Pemerintah Pusat,75002113920078.0,6327449808658.0,84.97,2025-10-01,84.97
Jawa Barat,10,2025,11,November,8,Pendapatan Transfer Pemerintah Pusat,75002113920078.0,4982903514339.0,91.61,2025-11-01,91.61
Jawa Barat,10,2025,12,Desember,8,Pendapatan Transfer Pemerintah Pusat,75002113920078.0,3343707512921.0,96.07,2025-12-01,96.07
Jawa Barat,10,2023,1,Januari,4,Retribusi Daerah,1296449304372.0,70894917060.0,5.47,2023-01-01,5.47
Jawa Barat,10,2023,2,Februari,4,Retribusi Daerah,1296449304372.0,72586434782.0,11.07,2023-02-01,11.07
Jawa Barat,10,2023,3,Maret,4,Retribusi Daerah,1296449304372.0,73183999021.0,16.71,2023-03-01,16.71
Jawa Barat,10,2023,4,April,4,Retribusi Daerah,1296449304372.0,64134214238.0,21.66,2023-04-01,21.66
Jawa Barat,10,2023,5,Mei,4,Retribusi Daerah,1296449304372.0,0.0,21.66,2023-05-01,21.66
Jawa Barat,10,2023,6,Juni,4,Retribusi Daerah,1296449304372.0,80773231247.0,27.89,2023-06-01,27.89
Jawa Barat,10,2023,7,Juli,4,Retribusi Daerah,1296449304372.0,85355309493.0,34.47,2023-07-01,34.47
Jawa Barat,10,2023,8,Agustus,4,Retribusi Daerah,1296449304372.0,103793809146.0,42.48,2023-08-01,42.48
Jawa Barat,10,2023,9,September,4,Retribusi Daerah,1296449304372.0,74427787737.0,48.22,2023-09-01,48.22
Jawa Barat,10,2023,10,Oktober,4,Retribusi Daerah,1296449304372.0,84916593193.0,54.77,2023-10-01,54.77
Jawa Barat,10,2023,11,November,4,Retribusi Daerah,1296449304372.0,83669627126.0,61.22,2023-11-01,61.22
Jawa Barat,10,2023,12,Desember,4,Retribusi Daerah,1296449304372.0,137211599924.0,71.81,2023-12-01,71.81
Jawa Barat,10,2024,1,Januari,4,Retribusi Daerah,7879607651018.0,686485369074.53,8.71,2024-01-01,8.71
Jawa Barat,10,2024,2,Februari,4,Retribusi Daerah,7879607651018.0,551972396342.77,15.72,2024-02-01,15.72
Jawa Barat,10,2024,3,Maret,4,Retribusi Daerah,7879607651018.0,796918538361.8999,25.83,2024-03-01,25.83
Jawa Barat,10,2024,4,April,4,Retribusi Daerah,7879607651018.0,759812567974.7,35.47,2024-04-01,35.47
Jawa Barat,10,2024,5,Mei,4,Retribusi Daerah,7879607651018.0,680225559495.3003,44.11,2024-05-01,44.11
Jawa Barat,10,2024,6,Juni,4,Retribusi Daerah,7879607651018.0,0.0,43.58,2024-06-01,43.58
Jawa Barat,10,2024,7,Juli,4,Retribusi Daerah,7879607651018.0,1679901355748.4,64.9,2024-07-01,64.9
Jawa Barat,10,2024,8,Agustus,4,Retribusi Daerah,7879607651018.0,912095988792.7998,76.47,2024-08-01,76.47
Jawa Barat,10,2024,9,September,4,Retribusi Daerah,7879607651018.0,736912901943.6006,85.82,2024-09-01,85.82
Jawa Barat,10,2024,10,Oktober,4,Retribusi Daerah,7879607651018.0,725624033025.0996,95.03,2024-10-01,95.03
Jawa Barat,10,2024,11,November,4,Retribusi Daerah,7879607651018.0,343891252851.4004,99.4,2024-11-01,99.4
Jawa Barat,10,2024,12,Desember,4,Retribusi Daerah,7879607651018.0,838803423208.8994,110.04,2024-12-01,110.04
Jawa Barat,10,2025,1,Januari,4,Retribusi Daerah,10632092200684.0,514870204433.77,4.84,2025-01-01,4.84
Jawa Barat,10,2025,2,Februari,4,Retribusi Daerah,10632092200684.0,663776844143.9299,11.09,2025-02-01,11.09
Jawa Barat,10,2025,3,Maret,4,Retribusi Daerah,10632092200684.0,827002571700.1001,18.86,2025-03-01,18.86
Jawa Barat,10,2025,4,April,4,Retribusi Daerah,10632092200684.0,685291822761.3,25.31,2025-04-01,25.31
Jawa Barat,10,2025,5,Mei,4,Retribusi Daerah,10632092200684.0,652750629770.2998,31.45,2025-05-01,31.45
Jawa Barat,10,2025,6,Juni,4,Retribusi Daerah,10632092200684.0,746940208625.3003,38.47,2025-06-01,38.47
Jawa Barat,10,2025,7,Juli,4,Retribusi Daerah,10632092200684.0,965204475236.5996,47.55,2025-07-01,47.55
Jawa Barat,10,2025,8,Agustus,4,Retribusi Daerah,10632092200684.0,663596823708.2002,53.79,2025-08-01,53.79
Jawa Barat,10,2025,9,September,4,Retribusi Daerah,10632092200684.0,1109980202889.2002,64.23,2025-09-01,64.23
Jawa Barat,10,2025,10,Oktober,4,Retribusi Daerah,10632092200684.0,788901982035.7998,71.65,2025-10-01,71.65
Jawa Barat,10,2025,11,November,4,Retribusi Daerah,10632092200684.0,707019772171.2002,78.3,2025-11-01,78.3
Jawa Barat,10,2025,12,Desember,4,Retribusi Daerah,10632092200684.0,672518447316.8994,84.63,2025-12-01,84.63
Jawa Barat,10,2023,1,Januari,13,Total Belanja Daerah,132343992822330.0,2618615781871.0,1.98,2023-01-01,1.98
Jawa Barat,10,2023,2,Februari,13,Total Belanja Daerah,132343992822330.0,4942681255516.2,5.71,2023-02-01,5.71
Jawa Barat,10,2023,3,Maret,13,Total Belanja Daerah,132343992822330.0,7826676254961.8,11.63,2023-03-01,11.63
Jawa Barat,10,2023,4,April,13,Total Belanja Daerah,132343992822330.0,13018659687829.0,21.46,2023-04-01,21.46
Jawa Barat,10,2023,5,Mei,13,Total Belanja Daerah,132343992822330.0,0.0,21.46,2023-05-01,21.46
Jawa Barat,10,2023,6,Juni,13,Total Belanja Daerah,132343992822330.0,13603171573184.0,31.74,2023-06-01,31.74
Jawa Barat,10,2023,7,Juli,13,Total Belanja Daerah,132343992822330.0,10759529042253.0,39.87,2023-07-01,39.87
Jawa Barat,10,2023,8,Agustus,13,Total Belanja Daerah,132343992822330.0,9869228084446.0,47.33,2023-08-01,47.33
Jawa Barat,10,2023,9,September,13,Total Belanja Daerah,132343992822330.0,9188589048571.0,54.27,2023-09-01,54.27
Jawa Barat,10,2023,10,Oktober,13,Total Belanja Daerah,132343992822330.0,11634348589172.0,63.06,2023-10-01,63.06
Jawa Barat,10,2023,11,November,13,Total Belanja Daerah,132343992822330.0,11355009810942.0,71.64,2023-11-01,71.64
Jawa Barat,10,2023,12,Desember,13,Total Belanja Daerah,132343992822330.0,32995447335904.0,96.58,2023-12-01,96.58
Jawa Barat,10,2024,1,Januari,13,Total Belanja Daerah,148174144746910.0,4363060814319.0,2.94,2024-01-01,2.94
Jawa Barat,10,2024,2,Februari,13,Total Belanja Daerah,148174144746910.0,6306908747434.0,7.2,2024-02-01,7.2
Jawa Barat,10,2024,3,Maret,13,Total Belanja Daerah,148174144746910.0,10681128495072.0,14.41,2024-03-01,14.41
Jawa Barat,10,2024,4,April,13,Total Belanja Daerah,148174144746910.0,9925703118398.0,21.11,2024-04-01,21.11
Jawa Barat,10,2024,5,Mei,13,Total Belanja Daerah,148174144746910.0,12614581289787.0,29.62,2024-05-01,29.62
Jawa Barat,10,2024,6,Juni,13,Total Belanja Daerah,148174144746910.0,10623192821192.0,36.79,2024-06-01,36.79
Jawa Barat,10,2024,7,Juli,13,Total Belanja Daerah,148174144746910.0,15574194822539.0,47.3,2024-07-01,47.3
Jawa Barat,10,2024,8,Agustus,13,Total Belanja Daerah,148174144746910.0,11883480467729.0,55.32,2024-08-01,55.32
Jawa Barat,10,2024,9,September,13,Total Belanja Daerah,148174144746910.0,9937889957964.0,62.03,2024-09-01,62.03
Jawa Barat,10,2024,10,Oktober,13,Total Belanja Daerah,148174144746910.0,12084392296456.0,70.18,2024-10-01,70.18
Jawa Barat,10,2024,11,November,13,Total Belanja Daerah,148174144746910.0,10951211226290.0,77.57,2024-11-01,77.57
Jawa Barat,10,2024,12,Desember,13,Total Belanja Daerah,148174144746910.0,28669629595080.0,96.92,2024-12-01,96.92
Jawa Barat,10,2025,1,Januari,13,Total Belanja Daerah,144620240888000.0,4750785849699.4,3.29,2025-01-01,3.29
Jawa Barat,10,2025,2,Februari,13,Total Belanja Daerah,144620240888000.0,5650659669255.6,7.19,2025-02-01,7.19
Jawa Barat,10,2025,3,Maret,13,Total Belanja Daerah,144620240888000.0,14282934960564.0,17.07,2025-03-01,17.07
Jawa Barat,10,2025,4,April,13,Total Belanja Daerah,144620240888000.0,6399195723388.0,21.49,2025-04-01,21.49
Jawa Barat,10,2025,5,Mei,13,Total Belanja Daerah,144620240888000.0,9394578727340.0,27.99,2025-05-01,27.99
Jawa Barat,10,2025,6,Juni,13,Total Belanja Daerah,144620240888000.0,12298759955554.0,36.49,2025-06-01,36.49
Jawa Barat,10,2025,7,Juli,13,Total Belanja Daerah,144620240888000.0,11565658298818.0,44.49,2025-07-01,44.49
Jawa Barat,10,2025,8,Agustus,13,Total Belanja Daerah,144620240888000.0,10703383709291.0,51.89,2025-08-01,51.89
Jawa Barat,10,2025,9,September,13,Total Belanja Daerah,144620240888000.0,10753653728199.0,59.33,2025-09-01,59.33
Jawa Barat,10,2025,10,Oktober,13,Total Belanja Daerah,144620240888000.0,12485094702761.0,67.96,2025-10-01,67.96
Jawa Barat,10,2025,11,November,13,Total Belanja Daerah,144620240888000.0,12294862873830.0,76.46,2025-11-01,76.46
Jawa Barat,10,2025,12,Desember,13,Total Belanja Daerah,144620240888000.0,20997574725570.0,90.98,2025-12-01,90.98
Jawa Barat,10,2023,1,Januari,1,Total Pendapatan Daerah,127662141846690.0,7004225413367.9,5.49,2023-01-01,5.49
Jawa Barat,10,2023,2,Februari,1,Total Pendapatan Daerah,127662141846690.0,8101302666935.1,11.83,2023-02-01,11.83
Jawa Barat,10,2023,3,Maret,1,Total Pendapatan Daerah,127662141846690.0,10245675113443.0,19.86,2023-03-01,19.86
Jawa Barat,10,2023,4,April,1,Total Pendapatan Daerah,127662141846690.0,11282583705436.0,28.7,2023-04-01,28.7
Jawa Barat,10,2023,5,Mei,1,Total Pendapatan Daerah,127662141846690.0,0.0,28.7,2023-05-01,28.7
Jawa Barat,10,2023,6,Juni,1,Total Pendapatan Daerah,127662141846690.0,14235596224404.0,39.85,2023-06-01,39.85
Jawa Barat,10,2023,7,Juli,1,Total Pendapatan Daerah,127662141846690.0,8114148815027.0,46.2,2023-07-01,46.2
Jawa Barat,10,2023,8,Agustus,1,Total Pendapatan Daerah,127662141846690.0,8050876281172.0,52.51,2023-08-01,52.51
Jawa Barat,10,2023,9,September,1,Total Pendapatan Daerah,127662141846690.0,7310430215305.0,58.24,2023-09-01,58.24
Jawa Barat,10,2023,10,Oktober,1,Total Pendapatan Daerah,127662141846690.0,12265954652277.0,67.84,2023-10-01,67.84
Jawa Barat,10,2023,11,November,1,Total Pendapatan Daerah,127662141846690.0,17084064559543.0,81.23,2023-11-01,81.23
Jawa Barat,10,2023,12,Desember,1,Total Pendapatan Daerah,127662141846690.0,23050677508610.0,99.28,2023-12-01,99.28
Jawa Barat,10,2024,1,Januari,1,Total Pendapatan Daerah,141193695921910.0,14252901225751.0,10.09,2024-01-01,10.09
Jawa Barat,10,2024,2,Februari,1,Total Pendapatan Daerah,141193695921910.0,7745549878372.0,15.58,2024-02-01,15.58
Jawa Barat,10,2024,3,Maret,1,Total Pendapatan Daerah,141193695921910.0,10175527357702.0,22.79,2024-03-01,22.79
Jawa Barat,10,2024,4,April,1,Total Pendapatan Daerah,141193695921910.0,8637365662665.0,28.9,2024-04-01,28.9
Jawa Barat,10,2024,5,Mei,1,Total Pendapatan Daerah,141193695921910.0,14748970114840.0,39.35,2024-05-01,39.35
Jawa Barat,10,2024,6,Juni,1,Total Pendapatan Daerah,141193695921910.0,9202893700145.0,45.87,2024-06-01,45.87
Jawa Barat,10,2024,7,Juli,1,Total Pendapatan Daerah,141193695921910.0,17380559407459.0,58.18,2024-07-01,58.18
Jawa Barat,10,2024,8,Agustus,1,Total Pendapatan Daerah,141193695921910.0,21885806050036.0,73.68,2024-08-01,73.68
Jawa Barat,10,2024,9,September,1,Total Pendapatan Daerah,141193695921910.0,9007883571340.0,80.06,2024-09-01,80.06
Jawa Barat,10,2024,10,Oktober,1,Total Pendapatan Daerah,141193695921910.0,11484946258160.0,88.19,2024-10-01,88.19
Jawa Barat,10,2024,11,November,1,Total Pendapatan Daerah,141193695921910.0,8035621835130.0,93.88,2024-11-01,93.88
Jawa Barat,10,2024,12,Desember,1,Total Pendapatan Daerah,141193695921910.0,11580342839420.0,102.09,2024-12-01,102.09
Jawa Barat,10,2025,1,Januari,1,Total Pendapatan Daerah,139815829206460.0,12132347668868.0,8.68,2025-01-01,8.68
Jawa Barat,10,2025,2,Februari,1,Total Pendapatan Daerah,139815829206460.0,7326617655505.0,13.92,2025-02-01,13.92
Jawa Barat,10,2025,3,Maret,1,Total Pendapatan Daerah,139815829206460.0,11232036899270.0,21.95,2025-03-01,21.95
Jawa Barat,10,2025,4,April,1,Total Pendapatan Daerah,139815829206460.0,10742856242272.0,29.63,2025-04-01,29.63
Jawa Barat,10,2025,5,Mei,1,Total Pendapatan Daerah,139815829206460.0,11570564144137.0,37.91,2025-05-01,37.91
Jawa Barat,10,2025,6,Juni,1,Total Pendapatan Daerah,139815829206460.0,10669467285805.0,45.54,2025-06-01,45.54
Jawa Barat,10,2025,7,Juli,1,Total Pendapatan Daerah,139815829206460.0,12499405766546.0,54.48,2025-07-01,54.48
Jawa Barat,10,2025,8,Agustus,1,Total Pendapatan Daerah,139815829206460.0,15162910127916.0,65.33,2025-08-01,65.33
Jawa Barat,10,2025,9,September,1,Total Pendapatan Daerah,139815829206460.0,10447965880341.0,72.8,2025-09-01,72.8
Jawa Barat,10,2025,10,Oktober,1,Total Pendapatan Daerah,139815829206460.0,11952970604300.0,81.35,2025-10-01,81.35
Jawa Barat,10,2025,11,November,1,Total Pendapatan Daerah,139815829206460.0,8713955488320.0,87.58,2025-11-01,87.58
Jawa Barat,10,2025,12,Desember,1,Total Pendapatan Daerah,139815829206460.0,9288560723030.0,94.22,2025-12-01,94.22
Jawa Barat,10,2023,1,Januari,7,Transfer ke Daerah dan Dana Desa (TKDD),65059649969031.0,3856848530300.0,5.93,2023-01-01,5.93
Jawa Barat,10,2023,2,Februari,7,Transfer ke Daerah dan Dana Desa (TKDD),65059649969031.0,3951552585633.0,12.0,2023-02-01,12.0
Jawa Barat,10,2023,3,Maret,7,Transfer ke Daerah dan Dana Desa (TKDD),65059649969031.0,6072524190191.0,21.34,2023-03-01,21.34
Jawa Barat,10,2023,4,April,7,Transfer ke Daerah dan Dana Desa (TKDD),65059649969031.0,5913538537973.0,30.43,2023-04-01,30.43
Jawa Barat,10,2023,5,Mei,7,Transfer ke Daerah dan Dana Desa (TKDD),65059649969031.0,0.0,30.43,2023-05-01,30.43
Jawa Barat,10,2023,6,Juni,7,Transfer ke Daerah dan Dana Desa (TKDD),65059649969031.0,8050107011398.0,42.8,2023-06-01,42.8
Jawa Barat,10,2023,7,Juli,7,Transfer ke Daerah dan Dana Desa (TKDD),65059649969031.0,4457240211111.0,49.65,2023-07-01,49.65
Jawa Barat,10,2023,8,Agustus,7,Transfer ke Daerah dan Dana Desa (TKDD),65059649969031.0,3794563331189.0,55.48,2023-08-01,55.48
Jawa Barat,10,2023,9,September,7,Transfer ke Daerah dan Dana Desa (TKDD),65059649969031.0,3953578657881.0,61.56,2023-09-01,61.56
Jawa Barat,10,2023,10,Oktober,7,Transfer ke Daerah dan Dana Desa (TKDD),65059649969031.0,6677591798605.0,71.82,2023-10-01,71.82
Jawa Barat,10,2023,11,November,7,Transfer ke Daerah dan Dana Desa (TKDD),65059649969031.0,4820730256298.0,79.23,2023-11-01,79.23
Jawa Barat,10,2023,12,Desember,7,Transfer ke Daerah dan Dana Desa (TKDD),65059649969031.0,14546178814780.0,101.59,2023-12-01,101.59
Jawa Barat,10,2024,1,Januari,7,Transfer ke Daerah dan Dana Desa (TKDD),72506470754008.0,9258462034482.0,12.77,2024-01-01,12.77
Jawa Barat,10,2024,2,Februari,7,Transfer ke Daerah dan Dana Desa (TKDD),72506470754008.0,3096684085947.0,17.04,2024-02-01,17.04
Jawa Barat,10,2024,3,Maret,7,Transfer ke Daerah dan Dana Desa (TKDD),72506470754008.0,5672715000699.0,24.86,2024-03-01,24.86
Jawa Barat,10,2024,4,April,7,Transfer ke Daerah dan Dana Desa (TKDD),72506470754008.0,4695562241243.0,31.34,2024-04-01,31.34
Jawa Barat,10,2024,5,Mei,7,Transfer ke Daerah dan Dana Desa (TKDD),72506470754008.0,7044295213328.0,41.06,2024-05-01,41.06
Jawa Barat,10,2024,6,Juni,7,Transfer ke Daerah dan Dana Desa (TKDD),72506470754008.0,6391650395729.0,49.87,2024-06-01,49.87
Jawa Barat,10,2024,7,Juli,7,Transfer ke Daerah dan Dana Desa (TKDD),72506470754008.0,7476069126864.0,60.18,2024-07-01,60.18
Jawa Barat,10,2024,8,Agustus,7,Transfer ke Daerah dan Dana Desa (TKDD),72506470754008.0,8215786024168.0,71.51,2024-08-01,71.51
Jawa Barat,10,2024,9,September,7,Transfer ke Daerah dan Dana Desa (TKDD),72506470754008.0,5341721128467.0,78.88,2024-09-01,78.88
Jawa Barat,10,2024,10,Oktober,7,Transfer ke Daerah dan Dana Desa (TKDD),72506470754008.0,5969203636582.0,87.11,2024-10-01,87.11
Jawa Barat,10,2024,11,November,7,Transfer ke Daerah dan Dana Desa (TKDD),72506470754008.0,4957586503859.0,93.95,2024-11-01,93.95
Jawa Barat,10,2024,12,Desember,7,Transfer ke Daerah dan Dana Desa (TKDD),72506470754008.0,7311679225395.0,104.03,2024-12-01,104.03
Jawa Barat,10,2025,1,Januari,7,Transfer ke Daerah dan Dana Desa (TKDD),75002113920078.0,9153591476608.0,12.2,2025-01-01,12.2
Jawa Barat,10,2025,2,Februari,7,Transfer ke Daerah dan Dana Desa (TKDD),75002113920078.0,3591225431566.0,16.99,2025-02-01,16.99
Jawa Barat,10,2025,3,Maret,7,Transfer ke Daerah dan Dana Desa (TKDD),75002113920078.0,6642635628893.0,25.85,2025-03-01,25.85
Jawa Barat,10,2025,4,April,7,Transfer ke Daerah dan Dana Desa (TKDD),75002113920078.0,5198583220123.0,32.78,2025-04-01,32.78
Jawa Barat,10,2025,5,Mei,7,Transfer ke Daerah dan Dana Desa (TKDD),75002113920078.0,5094489295131.0,39.57,2025-05-01,39.57
